,user_name,topic_ID,post_text
3,rallygirl,532,"Hi Able..thanks for the response. You’re right…I really need to knuckle down and take care of this thing. Stop being such a baby about it…sheesh 😛 The worst thing is that those cookies SUCKED! I mean if I’m going to eat my last cookie for who knows how long it could have at least been good. Anyway, in response to your questions..What’s the dosage suggestion of the milk thistle? I’m not sure. I found the seeds here and have been making my own tea based on a recipe I searched for on the web. The tea contains 1 tbsp of the seeds. The site recommends drinking a cup 30 min before each meal and one before bed and then after three days taking 3 cups a day. I started doing that (well to be honest I just did the 3 cups a day because I can’t make milk thistle tea at work) but then I didn’t have any symptoms anymore so I stopped. Guess I should start again. It also said to add peppermint seeds to make it more effective against liver issues..do you agree with that? Here is the site btw: http://www.ehow.com/how_7103067_prepare-milk-thistle.htmlAre you taking a regular sauna and/or soaking in a tub of hot water every day for as long as possible? No I haven’t but I’m going to start doing the baths. Does the hot water/cold water switch off thing in the shower (that the site recommends) also work?See if you can find and obtain an herb called Ashwagandha. If you’re able to obtain it, let me know what the dosage on the container is, and I’ll let you know if you can take more than the amount stated. It’s possible that I can find it here but probably not in capsule form (just like the milk thistle). I’ll do some research because there are some “natural” food stores here that sell a lot of herbs and sometimes also carry the capsule or tinture versions. I’ll also be on the look out for the other extracts you mentioned but I feel my safest bet is locating the herbs. I will also try to be better about posting questions. I feel sort of lame to post the same questions as everyone else…but I guess part of the forum is to be able to relieve stress. So I will post more often..though I must warn you, be careful what you wish for! I’ve also started a food blog where I also document my progress and I think that will help me too. Thanks again for all your advice!"
4,rallygirl,532,"Ok I’m back from a citywide search for the herbs/extracts you told me. Unfortunately I had no success. No one recognized it by its native name or by the translation I found for it in Spanish. I have one more place that I can look but won’t be able to until Monday…it’s an Indian food store and I hope they’re at least familiar with it. I wanted to get your opinion on some other supplements I found. None of them contained sugars or gluten. One is called Davitamon. It has 12 vitamins plus ginseng, guarana, zinc and probiotics (2 million count) and other minerals. I know guarana naturally has caffeine in it but not sure if it would be detrimental if it’s taken with other things. Another supplement called Energinat has guarana, ginseng and magnesium. Lastly, I found some capsules of korean red ginseng that is supposed to help with energy and mental fatigue. I suppose if I can’t find anything I’ll just have to suffer for awhile..the milk thistle isn’t helping me that much. I normally only note the difference for about an hour after I take it. I know there is no official timeline for candida and its affects but die-off usually lasts for about 1-2 weeks right? Or in some cases does it last for a really long time? Anyway, please get back to me about what you think of these. Thanks!"
5,Able900,532,"Davitamon. EnerginatPersonally, I wouldn’t waste my money on either of these products, but if you want to try them, that’s up to you as there may possbly be some slight benefit.I know guarana naturally has caffeine in it but not sure if it would be detrimental if it’s taken with other things.Caffeine isn’t going to help anything and is a potential problem. As far as the die-off symptoms are concerned; if you can obtain Epsom Salts put this in your bath water while soaking. Surely you can obtain detox teas in Argentina; below is a link leading to information on some of the best teas for detoxing. If you can, obtain a few of these and drink as many cups as you can manage during the day to help detox the aldehydes. Remember that the Candida toxins are not just bothersome when they’re causing die-off symptoms; they’re also potentially dangerous to your body in general, so please do everything possible to make them as mild as possible. Let us know if you have other questions.  Able"
6,rallygirl,532,"Yes, I have seen some detox teas around. I wasn’t sure if they would help me or not. Also I didn’t see the link below. Could you post it again? Thanks! OH..and one more question. I found some yogurt that’s plain with no added sugar. I know it probably doesn’t have a lot of probiotics (or a large count rather) but is it ok to start with?"
7,Able900,532,Detox teas: http://voices.yahoo.com/the-top-detox-teas-using-herbal-teas-during-detoxification-122194.html?cat=5 Are you talking about the yogurt that you described? “Yesterday I ate plain yogurt (no sugar as far as the label said) for the first time in a little over a week and I had a bad stomach ache/was bloated/felt like I had a cramp for the entire day.” The yogurt probably isn’t going to help much as most regular commercial yogurts aren’t fermented long enough to contain substantial amounts of beneficial bacteria. If you can find Plain Organic Greek Yogurt you’re more likely to obtain a few of the beneficial bacteria. Able
8,rallygirl,532,"Yes, that’s the one. I’m on the look out for good greek yogurt. The only brand I can find has sugar and doesn’t say exactly how much. I will try to introduce it slowly this time since last time I ate the whole thing in one sitting and it wasn’t a good experience (didn’t pay attention to the slow intro of probiotics talk). One more question of the night: chicory root. I found it today and remember hearing that it can substitute coffee. I’m not a huge coffee drinker so I’m not dying for it or anything but I’ve read that it has some good properties that help with digestion and liver issues (I’m sort of worried about my liver now 🙁 poor thing). Is it ok at this stage or is it a possible trigger of some sort? Thanks for answering so many questions!"
9,rallygirl,532,Never mind I just saw that it is on the ok list for stage 1 (at least according to the website).
10,rallygirl,532,Well…I have another question now (ugh). I just violently threw up all of the chicken that I ate a few hours ago (not to be graphic but by the end I was basically dry heaving). Do you think my body has turned against chicken or it has more to do with the fact that I only waited 45 minutes after devouring half a chicken to start exercising (it was a pretty extensive exercise..I broke a sweat and everything)? Does die-off make you more intolerant to certain types of foods? I haven’t thrown up like that since I got alcohol poisoned in college…wow… My symptoms keep getting worse. I hope vomitting will not be a regular part of die-off 🙁
11,rallygirl,532,Woke up feeling awful. Ate some buckwheat bread (to have enough energy to clean my apartment) and my stomach immediately started to twist into knots. I’m miserable. What am I supposed to do if I can’t eat ANYTHING? I’ve had 2 cups of milk thistle tea. Now I’m going to drink chammomile and some ginger tea. I love how everything was pretty good up until 3 days ago…now my boyfriend comes back from his vacation and he’s going to find me crying/heaving/having a panic attack in the bathroom. I hate my body right now. I swear if this continues for another 48 hours FORGET IT. I felt much better with candida than I do “without” it (sorry this is exaggerated but I’m really upset right now).
12,rallygirl,532,Ok I’ve just finished vom session 2 and I’ve calmed down a lot. I’m a bit more clear headed now as well. I should add that an additional culprit could be that I think my buckwheat bread could have gone bad (how long does buckwheat bread keep outside of the fridge? I made it a week ago and now I notice it has a weird sort of smell…then again it’s buckwheat with turmeric..it never smelled that great to begin with ;)). What do you guys think of a full on fast for the next 48 hours? Just lemon water and tea. I don’t want to weaken my immune system but I don’t want to develop a complex from not being able to keep anything down. Are there any veggies that are easy on the stomach? I have a lot of spinach in the fridge. Maybe I’ll try that. Sorry for the outburst in my last post 🙁 Roller coaster ride of emotions over here.
13,Pattinoo,532,"Hi. I’m completing week 4 and 2 weeks were the cleanse. Day 3 of the cleanse I vomited violently. Then had food aversion for about a week to week and half. 2 of the days I was unable to Eat much, one day 2 hard boiled egg whites and next day 2 hard boiled eggs. I was worried but it passed. The not eating was Not by choice but because I felt off and aversive to everything else. Was intense die off for me. Did you get Molybdneum? I think it’s critical with severe die off. Everything I’ve read by and asked of the experts on this site was extremely useful and got me through the toughest times. I’d ask and be reassured that what I was experiencing was normal or was directed to a good solution. Keep asking and hang in there!"
14,rallygirl,532,Hi Pattinoo. Thanks your response and the encouragement. Glad I’m not the only one having a tough time with food reactions (though sorry you also had to go through it). I got so desperate the other day that I decided to fix myself a bowl of quinoa. I felt a lot better afterwards and actually held it down. Now my question is..I know quinoa has been a hot topic at times. Is it going to feed my candida or is it safe? I haven’t had a negative reaction but of course that doesn’t mean that it’s really safe. Advice?
0,KennyG,533,I think I have watched every video there is on YouTube about candida. This video is the best one. Dr Whiting has 25+ years experience dealing with candida yeast. http://www.youtube.com/watch?v=ubZlrZhir6o What do you all think?
0,Candid N,534,"My earliest recollection of symptoms is 1985, after surgery. It’s possible it started before that. I’ve eaten healthfully for 25 years (avoiding dairy, sodium, fried, fat, processed, greasy, breaded, and sugary foods). Started organics ~10 years ago. Food allergies/restrictions have increased over time. Reintroducing foods causes reactions like swollen lids, runny nose, itchy eyes, lethargy, dry skin, bloating… (I have almost every candida symptom (if not all), by the way). Here’s where the diet frustration comes in. KNOWN allergies: Beef, eggs, whey, dairy, green and kidney beans, almonds, malt, yeast, carrots, cabbage… Nightshade vegetables (tomatoes, peppers, white potatoes, eggplant) cause inflammation. Broccoli, spinach, kale, brussels sprouts, soy, sea vegetables…are thyroid suppressing for Hashimoto’s. My Dr. said I can eat 1 portion a day and be ok. Add the candida restrictions: (no grains, sugar, dairy—allergic, anyway, vinegar…) and I’m left with the following proteins: organic/antibiotic free – salmon, chicken, and turkey burgers. Unprocessed, sliced turkey labeled “not administered antibiotics” (as opposed to “not fed”) is impossible to find. The vegetables I’ve been mostly restricted to (sometimes unavailable) are artichokes, cucumbers, celery, beet greens. My staples were sweet potatoes, yams, squash, avocados (I don’t like zucchini much), but I’m restricted from those with the candida diet for at least a while longer. I also read an article http://www.fredericpatenaude.com/articles/candida.html which says that the real issue in candida is fat, not sugar, and to avoid (my staples) avocados and pumpkin seeds. Breakfast is challenging with an egg allergy and no grains(even quinoa causes my overgrowth) and eating other proteins becomes expensive and repetitious. Cravings: I don’t have crunchy, creamy, or sweet snacks to satisfy me, now, and get bored of celery. So I eat sunflower seed butter (too oily and bad for my liver), pumpkin seeds, taro chips (bloat me and cause heartburn even with HCL), goat yogurt (bloats me) — all in excess. I can’t find an HCL refill with no gelatin (beef allergy), porcine or magnesium stearate. (Does anyone know whether people allergic to beef (bovine) tend to also be allergic to pork (porcine)?) I’ve been doing the strict candida diet for about 5 weeks, now; feeling very fatigued nearly every day since adding pau de arco 2x day, milk thistle to 3x day, drinking detox tea/dandelion tea. Weight I’m gaining by binging due to few satisfying choices is bringing me down. The last 2 days I’ve been shaky. However, yesterday was the first time I didn’t feel the need for a nap. Does this indicate die off curtailing? I really need one on one help to know what I need to/can do to successfully turn around my symptoms. Though I prequalified my naturopath for treatment (asked if she was experienced), she is a newbie, and takes up to 2 weeks to respond to my messages. I’d asked close to a week ago (since I cheated on my birthday last month and partook in sweets) whether I could reintroduce sweet potatoes for more options (since I’ve been having supermarket meltdowns). No reply, yet. I live in the Denver area. Posting on this site feels like my last resort. I don’t want to give up. I want to conquer. I thank you, in advance, for your help! I guess what I’m looking for most of all are food suggestions based on the restrictions I’ve listed."
1,Able900,534,"Hello, Candi, welcome to the forum. I obtained this comment from the website to which you referred: “To conclude, the advice I give to people who ask me about candida is to go on a really low-fat diet for a while, avoiding all oil, nuts and avocado.” All I can answer to that is, I cured my Candida infestation while eating two avocados a day, using lots of olive oil in baking a new loaf of coconut bread every few days, taking lots of oil of oregano, and taking up to 16 teaspoons of coconut oil every day for over a month; all of this was done during the period that the infestation was being cured. Nuts and seeds should be avoided because of the possibility of mold, not because of the oils. The bloating comes indirectly from the fact that you have a Candida overgrowth, not specifically the food. As the population of the Candida drops, this symptoms will occur less often. This is the protocol that people on the forum are using. http://www.thecandidadiet.com/forum/yaf_postst1334_From-Able-and-Raster-The-Protocol.aspx An index of posts: http://www.thecandidadiet.com/forum/yaf_postsm9960_Index-of-Posts.aspx#post9960 Let us know if you have other questions. Able"
2,Javizy,534,"That site came up before. The article contains a lot of inaccurate information about nutrition and science in general, and seems to be more of an advertisement than an information source. He claims it can resolve candida in a few days, yet nobody having done a fast or vegetable cleanse has experienced such miraculous results. How many of the countless women who mistakenly believe a low-fat diet will help them lose weight also happen to cure their thrush by the time they fit into their size 8 dress?"
0,Acer,535,"Hey I am wondering if anyone knows why I still have white thrush on my tongue after 3 months of strictly going on the candida diet? I was told once the white thrush on the tongue disappears, then I can start taking probiotics to fill my intestines with good healthy bacteria, because that is when the Candida overgrowth will be weak enough to overpower. I have been drinking over 10 glasses of water a day, with lots of fresh vegetables everyday ( cauliflower, broccoli, raw onions and garlic ) along with flaxseeds, ground cayenne, Coillodal Silver and Olive Leaf Extract capsules. I been taking the Olive Leaf Extract capsules for the first month, then switched it to Grapefruit Seed Extract, then for the 3rd month switched it to Candida Organika Pills. I have followed this diet 100% strictly for 3 months and STILL have white thrush on my tongue, does anyone know why? Its really bothering me as I cant figure it out!! Any help would be great! Thanks. Edit: Oh yea I also have cleansed all heavy metals out of my body. I payed some good money to get some good blood tests done, and the results were great! So I know for a fact that heavy metals is not the cause of this."
1,NadjaB,535,"Try to ask your doctor? I have read that it is a symptom of the absence of some vitamins and/or minerals. I think zinc was one of them, but I can not remember.."
2,Acer,535,Yea I’m pretty sure I have a defenciency in zinc so I’ll try taking some zinc supplements for a while and keep you guys updated.
3,Able900,535,"Hey I am wondering if anyone knows why I still have white thrush on my tongue after 3 months of strictly going on the candida diet?If you’re sure that you have a Candida infestation, then chances are good that it’s the Candida causing thrush in your mouth.I was told once the white thrush on the tongue disappears, then I can start taking probiotics to fill my intestines with good healthy bacteria, because that is when the Candida overgrowth will be weak enough to overpower. But it’ll dissapear if you treat it correctly, obviously, not if you don’t. Why would you wait until the trush is gone to start the probiotics when this is something that helps to elimitate it? You should have been taking probiotics over two months ago.I have been drinking over 10 glasses of water a day, with lots of fresh vegetables everyday ( cauliflower, broccoli, raw onions and garlic ) along with flaxseeds, ground cayenne, Coillodal Silver and Olive Leaf Extract capsules. I been taking the Olive Leaf Extract capsules for the first month, then switched it to Grapefruit Seed Extract, then for the 3rd month switched it to Candida Organika Pills.Try coconut oil, up to 15 teaspoons a day, but start slow with 1 or 2 teaspoons and work your way up. You really should be taking liquid oregano oil instead of olive oil which is a rather weak antifungal. If you take oregano oil, olive oil, and grapefruit seed extract, you should alternate them every two weeks as the Candida can adapt somewhat quickly to these. I wouldn’t waste my money on the Organika Formula.I have followed this diet 100% strictly for 3 months and STILL have white thrush on my tongue, does anyone know why? Its really bothering me as I cant figure it out!!But the important question is; what’s on the diet you followed?Oh yea I also have cleansed all heavy metals out of my body. I payed some good money to get some good blood tests done and the results were great!  So I know for a fact that heavy metals are not the cause of this. I’ll be the last person to argue that point.  Removing metals may “help” your cause, but the problem is that cleansing metals from the body won’t cure Candida without the correct diet and treatment. Some links you’ll probably benefit from. Allowed Foods http://www.thecandidadiet.com/forum/yaf_postst1136_ALLOWED-FOODS-LIST.aspx Probiotics http://www.thecandidadiet.com/forum/yaf_postst1108_Lactobacillus-acidophilus-DDS1.aspx The Protocol http://www.thecandidadiet.com/forum/yaf_postst1334_From-Able-and-Raster-The-Protocol.aspx Molybdenum http://www.thecandidadiet.com/forum/yaf_postsm11590_Molybdenum-and-Dieoff-Symptoms.aspx#post11590 Able"
4,Acer,535,"Your right, I should have been taking probiotics 2 months ago ( god damn this diet is complicated ) Im going to start taking probiotics tomorrow along with anti fungals as well 😀 ( anti fungals in the morning and probiotics at night ) And the diet I have been following is as follows Fish, chicken, ground beef (non antibiotic fed) < -- the expensive beef onions, garlic, red peppers, cauliflower, broccoli, home-made yeast free whole wheat bread, oatmeal with flaxseeds mixxed in them and I also have been taking coconut oil as well ( not the liquid kind ) Along with my antifungals, digestive enzymes, multivitamins and fish oil too. It hasnt been a cheap journey but the journey towards good health involves a price that is well worth paying for in the long run, thats for sure."
5,Chris24,535,"Ah not an unexplainable situation after all. I wonder, have you dealt with any die off effects? Get rid of the oatmeal, bread and beef. I have done all three on a candida diet and they messed me up. Thought I could get away with organic beef, but no."
6,Acer,535,"Chris24 wrote: Ah not an unexplainable situation after all. I wonder, have you dealt with any die off effects? Get rid of the oatmeal, bread and beef. I have done all three on a candida diet and they messed me up. Thought I could get away with organic beef, but no. Yeah for the first 2 weeks I had intense sugar cravings, headaches and a bunch of other brutal symptoms. Right now, the only symptom I have ( if this is a symptom ) is the white thrush on my tongue/dry mouth. I thought oatmeal/wholewheat yeastfree bread are complex carbohydrates? Arent complex carbohyrdates allowed on the Candida diet? How did you know it was the oatmeal, bread and beef that messed up your Candida diet? I remember going on this diet quite a few times before, and after 1-2 weeks I would fall off the wagon and would eat a Bigmac meal or something. The moment I took my first bite into the yeast-rich food I could literally feel the yeast come alive again in the inside of my body and mouth. I could feel the bacteria multiply in my mouth like crazy. But when I started eating oatmeal/wholewheat yeastfree bread after a few weeks on the diet I never felt this at all ( not trying to argue here, just making a valid point ) So I wonder if I am allowed to eat this stuff? :/ Its extremely difficult to eat strictly vegetables and fish/chicken when you work 8 hour shifts at a fast-paced job ( Plus its very expensive ) in my opinion."
7,raster,535,"Acer, check out the allowed foods list we have on the forum. We do not have beef, oatmeal, or yeast free wheat bread on the list. The reason you haven’t gotten better is because of no probiotics and because your diet isn’t strict enough. Instead of beef, switch to: -buffalo -lamb -chicken/turkey -seafood Instead of oatmeal, switch to oatbran (oat bran has no gluten). Oatmeal is still feeding the candida. Eat greek yogurt and kefir and take a high quality probiotic that has over 10 strains. You need to increase the beneficial bacteria numbers in your gut and then feed them with prebiotics (foods from allowed foods list) that will get them to thrive. Try out the oil pulling from the oral thrush post: http://www.thecandidadiet.com/forum/yaf_postst734_ORAL-THRUSH.aspx Between the kefir and oil pulling the oral thrush should subside. Do you have any die-off anymore? -raster"
8,Acer,535,"raster wrote: Acer, check out the allowed foods list we have on the forum. We do not have beef, oatmeal, or yeast free wheat bread on the list. The reason you haven’t gotten better is because of no probiotics and because your diet isn’t strict enough. Instead of beef, switch to: -buffalo -lamb -chicken/turkey -seafood Instead of oatmeal, switch to oatbran (oat bran has no gluten). Oatmeal is still feeding the candida. Eat greek yogurt and kefir and take a high quality probiotic that has over 10 strains. You need to increase the beneficial bacteria numbers in your gut and then feed them with prebiotics (foods from allowed foods list) that will get them to thrive. Try out the oil pulling from the oral thrush post: http://www.thecandidadiet.com/forum/yaf_postst734_ORAL-THRUSH.aspx Between the kefir and oil pulling the oral thrush should subside. Do you have any die-off anymore? -raster Thanks for directing me to the oil pulling thread I shall defentially give that a go! It sounds like it would work. And no, I do not have any more die-off symptoms at all. ( will keep you updated on the oil pulling for myself, if this works its gonna be a miracle! )"
9,Chris24,535,"Acer wrote: I thought oatmeal/wholewheat yeastfree bread are complex carbohydrates? Arent complex carbohyrdates allowed on the Candida diet? How did you know it was the oatmeal, bread and beef that messed up your Candida diet? I remember going on this diet quite a few times before, and after 1-2 weeks I would fall off the wagon and would eat a Bigmac meal or something. The moment I took my first bite into the yeast-rich food I could literally feel the yeast come alive again in the inside of my body and mouth. I could feel the bacteria multiply in my mouth like crazy. But when I started eating oatmeal/wholewheat yeastfree bread after a few weeks on the diet I never felt this at all ( not trying to argue here, just making a valid point ) So I wonder if I am allowed to eat this stuff? :/ Its extremely difficult to eat strictly vegetables and fish/chicken when you work 8 hour shifts at a fast-paced job ( Plus its very expensive ) in my opinion. Its good to be critical. Especially when it concerns your health. Complex carbs are better than white flower for instance, but they are still too tough for your body to handle. Gluten is one of the reasons. Also, the grains contain sugars, and though they are complex, they can still feed your candida. My guess would be that your protocol was not strict enough, and therefore, you did not notice the oatmeal and bread so much. The better you do on the diet, the more sensitive you become. 2 months in, i tried oatmeal and it messed me up, serious bloating and fatigue. Beef made me feel bloated every time. And sourdough bread was too tough on my body, even before the strict diet, causing irritation, temperature swings and constipation. However, everyone is different and you might get away with whole wheat occasionally, though it wont speeden your progress candidawise. Try adding brown rice (or better red/black rice) to your regimen. You can make chicken/rice salads or just have rice dishes with your fish and veggies. Canned fish contains tasty oil (sunflower or olive) which you can use in the cooking. (stirfry)"
10,Acer,535,"Chris24 I appreciate your opinion on this very much, but I honestly feel that my body is strong enough to handle wholegrain bread and oatmeal at this stage in my diet ( last stage ). If I were just starting out on the diet though theres no way I would be eating oatmeal or wholegrain bread though, so you do make a good point and I respect it very much. Raster THANK YOU SO ******* MUCH for telling me about the oil pulling method! Holy ******* **** it actually worked! After only 4 days of oil pulling my tongue has cleared up A LOT. My first gut feeling about this is that it would work, but I am still VERY surprised that it did the job! My tongue is FINALLY PINK! I now feel inspired to help others on the web about recovering from Candida Overgrowth, and its thanks to you 😀 This was a problem I thought I would never solve, but hey it turns out that when there’s a will there’s a way."
11,raster,535,"I’m happy the oil pulling is working out for you. Its very popular in India. I also heard that swishing kefir in the mouth can heal oral thrush. If you don’t want it to come back again, I’d get stronger by taking probiotics daily for a long time. You need to build up the beneficial flora in your gut in order to conquer the beast. -raster"
12,Acer,535,"raster wrote: I’m happy the oil pulling is working out for you. Its very popular in India. I also heard that swishing kefir in the mouth can heal oral thrush. If you don’t want it to come back again, I’d get stronger by taking probiotics daily for a long time. You need to build up the beneficial flora in your gut in order to conquer the beast. -raster I will try that, I have heard from a few people that I should purchase kefir. Is it best while on the Candida diet to take it in liquid form, or? And where can I buy kefir? At my local grocery store ? Also, I will do that. I am currently taking 50 Billion Ultimate flora critical care probiotics – 3 times a day – and I’m taking the stuff out of these 6 billion probiotic capsules and letting the powder sit on my tongue for 5 minutes or so a day, while taking a few extra capsules of those per day as well. So I believe I am defentially taking enough acidophilus. ( I hope so anyways hahah ) Thanks again!"
13,KennyG,535,"Do you have any silver fillings in your teeth? Candida thrives on mercury fillings so if you have mercury in your teeth, or mercury from vaccines in your body… candida will stay around for life. If you have mercury fillings in your teeth, removing them and detoxing will make candida go away. Find my post “This is a MUST read for everyone with CANDIDA.” I would read all of it even if you don’t have fillings. We all have mercury in our bodies. I tried the candida diet for months and months with no results. I am detoxing mercury from my body right now and the candida is about 60% inproved. This is the best urine test I found! The Urine Test shows the presence of 20 deadly toxic metals that might be in your body. Urine Test $129.95 Test is done in your own home.  Receive detail results in a few days.  Price includes everything you need.  Support available by telephone and email.  Includes FREE customized directions based on YOUR body weight.  Do this test now and find out what is making you sick! http://dmsachelation.com/urine-test-for-heavy-metals/ I would buy the test… If you have high mercury levels you know why  candida won’t go away. Don’t get a mercury urine or blood test from a doctor, it’s pointless because they have NO CLUE what they are doing. MD’s know nothing about mercury toxicity, or dental mercury poisoning. Six different doctors told me I am fine and that my blood test for mercury is zero. They also told me that all silver fillings are safe and that they never leak, they even told me I have gone crazy! *Mercury will make you feel and act like a crazy person! If one is poisoned by dental mercury, or other metals, they will usually not show up in blood testing since they are not in the blood. They are in the tissues and have to be provoked out of the tissues and into the blood, urine and feces before they will show up in lab test results. They can be “provoked” out of the tissues by DMSA. Doctors don’t use DMSA so every blood/urine test they give people will always show zero for toxic metals. I got the DMSA urine test and my mercury level was WAY OFF THE CHARTS… severe mercury poisoning. Take care and get well."
14,Javizy,535,"KennyG wrote: Doctors don’t use DMSA so every blood/urine test they give people will always show zero for toxic metals. I got the DMSA urine test and my mercury level was WAY OFF THE CHARTS… severe mercury poisoning. Doesn’t sound like either of them are very reliable, if Wikipedia is anything to go by.DMSA is used to help mobilize heavy metals stored in body tissues (and therefore not typically present in the circulation) and increase the excretion of heavy metals in the urine. In a study by Howard Frumkin et al., this sort of test was shown to not reliably provide an indication of past chronic mercury exposure, something it was often used for.[7] A 2004 study by GP Archbold, et al. called the results of a DMSA challenge test “misleading” for the purposes of diagnosing mercury toxicity. Still, I don’t see how any amount of substances like mercury can be a positive thing, so detox should certainly be considered regardless."
0,Jemma,536,"Hi Everyone, I hope someone can help: this is my 4th morning on the ‘cleanse’ as outlined on this website but I feel really terrible! I assume I have candida in the gut becuase I was on 3 different antibiotics for a year and have never felt well since – tiredness, poor memory, bad back, hip and shoulder aches, anxious, mood swings etc. I tried a diet where I just alliminated unnatural sugars, dairy and yeast and my energy and feeling of health was great but I still had bad sugar cravings and did not have much self restraint when it came to eating sweets/chocolate once off the diet etc. I found this website and realised I should have eliminated fruit and sweet potato, underground veg etc from my diet so am now on the ‘cleanse’ as I say. I took acidophillus probiotic (10 billion) for a couple of days but stopped when I read that it should not be started until after the cleanse. I have been eating quinoa with about a tsp coconut oil and cocoa nibs in the morning, having a bit of red pepper for a snack and a salad with some quinoa or rice for lunch, an egg for a snack and steamed cabbage, green beans and leeks with a little bit of rice or walnuts for dinner. I have been taking a multi vit but I’m waiting for the following to arrive: calcium bentonite clay milk thistle pantothenic acid c-1000 vit c tablets now foods: candida clear formula Psyllium Husk Powder Today I am off work because I feel so ill with hot sweats, headache, shaking hands, jittery, anxious feeling, foggy headed and achey. The foggy head is the worst bit – I have a feeling of unreality! I have had a sore throat for the past 2 days but today that seems better. I am starting to worry about these symptoms. Before starting this diet, I just got tired etc as mentioned above. I feel like I am not getting something I need to be healthy. Can anyone advise me; is there a food I can add to my diet without setting my progress back? Do I need to order some molybdenum in order to geet healthy? Can I take paracetamol to help with the feverish symptoms? Any guidance, info or suggestions would be a great reasurance – Thanks in anticipation!"
1,tisdaleh,536,"I’m sorry to piggy back here, but I too am not dealing with the die off well. I have oral thrush. The pain is soo intense I cannot eat anything. So the Cleanse is helpful—only drinking liquids. But for me I have ZERO energy. I am super shaky—like my blood sugar is too low. I have the sweats. I realize these are some things that happen, but I have 2 small kids. I cannot live like this. I nearly fell last night due to lack of strength. HELP"
2,Chris24,536,"Jemma, I know exactly what you are going through. 1st things 1st: The clay and psylium powder or not recommended on this forum for health risks. molybdenum can definitely help you. I havent used it myself but here it is very much recommended for coping with die-off. You can always take probiotics. This is one of the most important things to take. Tisdaleh, same for you. I know its hell but you have to hang in there. The candida is screaming for something to feed on, but you must resist. However, if the cleanse is too much for you, why not switch to stage 1 of the diet instead. Some body types just handle cleanses better than others. Die off symptoms should continue on stage 1."
3,raster,536,"Check out the following posts: http://www.thecandidadiet.com/forum/yaf_postst1334_From-Able-and-Raster-The-Protocol.aspx http://www.thecandidadiet.com/forum/yaf_postst997_Proper-and-Safe-Cleanse.aspx http://www.thecandidadiet.com/forum/yaf_postsm9759_DieOff-Symptoms-and-Cure.aspx#post9759 and http://www.thecandidadiet.com/forum/yaf_postst1922_Index-of-Posts.aspx Another way to reduce or completely eliminate die-off symptoms is to do a sauna, hot tub, jacuzzi, steam room, or even hot bath to sweat out the toxins via the bodies largest organ, the skin. -raster"
4,Jemma,536,Thank you very much for the info. I am very sad to hear that I have ordered the husk and clay for no reason – what are the dangers of these? They are recomended by this website! I have ordered some Molybdenum today and my milk thistle and vit c arrived today so I will start on those! Is there a limit to using these or the pantothenic acid? Thanks again
5,Able900,536,"Jemma wrote: I have ordered some Molybdenum today and my milk thistle and vit c arrived today so I will start on those! Is there a limit to using these or the pantothenic acid?Follow the directions on the milk thistle and pantothenic acid labels. For Molybdenum, you can take 250 mcg three times a day. Start with 250 mcg a day, the next day raise it to 500 mcg, etc. Take 1000 mg of the vitamin C three times a day, morning, noon and night. Psyllium has been known to cause internal bleeding because of the sharpness of the tiny shards of husks. One of the side effects is pink urine which is actually blood in the urine. Able"
6,jim,536,"Hi Jemma, well where to start, i’ve had candida for three years tried everything, went low carb felt good at first but after a while symptoms came straight back. I’ve tried everything garlic,apple cider vinegar, threelac, fasting and many others but i started reading Ray Peat and have been on his eating way for a week. Since i’ve done that my thrush has gotten worse , but the white coating on my tongue has almost gone and i also feel way better. Ray Peat’s information is completely free on his website, he says that sugar ( sucrose), fruit, milk, meat,fat, eggs, cheese, are all fine it’s grains that are the problem. He also thinks illnes is caused by stress on the body. I haven’t felt this good for a long time and it truly is starting to work, i truly think you should go to his website and get all his information FREE, i promise you i am genuine. If you want me to keep you updated on my progress i will keep posting on this thread. All the best Jim."
7,jim,536,Hi Chris24
8,Chris24,536,So Jim how are you doing on fruit?
9,adriana62,536,Try massage.Makes you feel great.Your body can use all the pampering it can get!
10,Able900,536,"jim wrote: Ray Peat’s information is completely free on his website,  he says that sugar (sucrose), fruit, milk, meat, fat, eggs, cheese, are all fine it’s grains that are the problem. I assume this is some sort of sick joke."
